Name,composite_score,ai_ml_relevance,tech_gap,mission_impact,size_sweet_spot,org_viability,growth_signal,estimated_headcount,top_reason,Website,About,Year Founded,Location,funding_search,recent_news
Freespoke,51.2,4,4,1,3,1,1,unknown,"Severe lack of verifiable data on funding, staff, impact, or recent activities raises major red flags about viability and stability despite a promising privacy-focused search mission that could leverage AI/ML.",https://freespoke.com/,"Freespoke is working to make positive change in the world as a search engine competitor to the ‘Google-model'. Our mission is to change the model to ensure advancements in technology are advancing human flourishing. We're doing this in two major ways: First, in Freespoke you get full privacy so your results aren’t tied to a personal data profile about you. In Freespoke, you own your data. As a part of this solution, you see all viewpoints in your search results. This keeps you from being trappe",2019,"Chicago, Illinois","Freespoke nonprofit received grants in 2024-2025, including $25,000 from Florida Department of State. Additional funding opportunities exist for 2025, such as the Pilot Pen's G2 Overachievers Student Grant. For the latest grants, check official nonprofit funding websites.","In 2025, many U.S. nonprofits faced funding cuts, impacting services and staff. Nonprofits emphasized impact transparency and authentic storytelling. Trends included digital advocacy and community-led initiatives."
Global Disinformation Index,51.2,4,3,2,2,2,1,unknown,"Organization faces severe reputational and operational jeopardy following founder visa sanctions and UK funding withdrawal, making it a high-risk engagement despite strong AI/ML alignment.",https://www.disinformationindex.org/,"GDI provides independent, neutral and transparent data and intelligence to advise policymakers and business leaders about how to combat disinformation and its creators. GDI uses both human and artificial intelligence to assess disinformation risk across the open web. We then provide these risk ratings to brands and advertising technology partners, providing them with a trusted and neutral source of data with which to direct their advertising spend.",,"Sutton Coldfield, United Kingdom","The Global Disinformation Index received $100,000 from the Atlantic Council in 2024. Ford Foundation pledged support for the Global Disinformation Index in 2025. The exact funding for 2023, 2024, and 2025 is not fully disclosed.","The Global Disinformation Index reports on hate speech, bigotry, and disinformation trends in 2025, highlighting issues like climate change denial and foreign interference. Key findings stress the need for resilience strategies to protect democratic institutions. The 2025 Digital News Report also notes rising misinformation risks and declining trust in traditional news sources."
Inclusive Design Institute,51.2,4,4,1,3,1,1,unknown,"Severe lack of visible funding, staff data, and measurable impact signals a tiny, unstable organization unlikely to sustain or value significant fractional AI/ML contributions.",https://www.theidi.org/,IDI’s mission is to unlock unprecedented economic opportunities and foster a more equitable society through intentional inclusion of historically underestimated communities.,,"Las Vegas, Nevada","The Inclusive Design Institute received $5,000 grants from Bonfils-Stanton Foundation in 2024. The foundation's application deadline for 2025 is March 17. The NIH announced policy changes for 2025 grants.","The Inclusive Design Institute has significantly advanced inclusive practices in 2024-2025, focusing on digital accessibility and community engagement. They launched initiatives to reduce local inequalities and improve staff diversity data. The institute continues to promote inclusive design principles and accessibility in 2025."
Life With Machines,51.2,4,4,1,3,1,1,unknown,"This is a brand-new media nonprofit with no evidence of funding, staff, or measurable impact, making it too risky and small-scale for a senior tech leader to contribute meaningfully.",https://www.lifewithmachines.media/,"A media company founded by Baratunde Thurston dedicated to figuring out together how humans want to live in a world increasingly filled with AI. We’re told the future is about efficiency, productivity, and autonomy, and that we need to get on board or be left behind. Across an award-winning podcast, YouTube channel, Substack newsletter, and social media, Life With Machines exists to question that story and offer a better alternative. We want to live well with technology, not just endure it.",2024,"Palm Springs, California","Life With Machines nonprofit received grants in 2023 and 2024 for relief efforts, and announced plans for significant funding in 2025. In 2025, technology grants are available for nonprofits. For 2026, no specific grants are listed.",Nonprofits are increasingly using AI for fundraising and operational efficiency in 2025. AI helps track project impacts and automate updates. Nonprofits leverage AI to tailor communications and support fundraising efforts.
TRANSFER,51.2,4,4,1,3,1,1,unknown,"TRANSFER lacks verifiable funding, staff size, recent news, or measurable impact data, making it a high-risk, obscure art nonprofit unsuitable for a tech leader seeking established organizations with clear needs and growth.",http://transfer.art/,"TRANSFER is an experimental media art space founded in 2013 to explore decentralized networks and virtual worlds in Contemporary Art. After a decade of international exhibitions and experiments in open culture infrastructure, we established the TRANSFER Data Trust, a decentralized artist-owned archive and cultural value exchange cooperative. The mission of the non-profit data trust is to maintain artworks in perpetuity, ensuring their preservation and access across generations.",,"New York, New York","In 2024, donors recommended $14.9 billion in grants, a 25% increase. NBCUniversal awarded $2.5 million in 2025. Google Ad Grants offers $10,000 monthly in search advertising for eligible nonprofits.","Nonprofits face funding cuts in 2025, shifting focus to individual donors and online fundraising. Economic uncertainty and policy changes pose significant risks. Nonprofits adapt by leveraging donor advised funds and ACH transfers."
New York University Information Law Institute,50.0,2,3,3,2,4,1,15-30,"Academic research institute with strong NYU backing but limited operational tech needs, unclear growth trajectory, and mission misaligned with your expertise's potential impact.",https://www.law.nyu.edu/centers/ili,"The Information Law Institute (ILI) at New York University School of Law is an academic center for the study of the interaction of law and emerging information technologies. We cultivate deep, interdisciplinary, translational expertise that: combines scientific and normative rigor; considers information flows, complex systems, and institutional design; and serves the public interest. Our thoughtful research and commentary informs policy-making and the public.",2013,"New York, New York",NYU Information Law Institute raised $36.9 million in scholarships/grants in 2023-2024. NYU Community Fund awarded grants to local nonprofits in 2023-2024. NYU received $2.2 million in 2024 from NYU School of Law Foundation.,"The NYU Information Law Institute focuses on nonprofit law developments, including changes in contribution limits and legal challenges to federal funding pauses. The 2025 NYU Law Magazine highlights alumni contributions to public safety, civil rights, and election protection. The 2025 NYU Law Conference on Social Entrepreneurship will discuss impact investing and collaborative models."
Open Collective Foundation,50.0,3,3,3,3,1,1,unknown,"The organization is dissolving at the end of 2024, making it completely unviable for any long-term fractional IC engagement.",https://opencollective.com/,"The Foundation's mission is to promote projects in the US with the following charitable purposes: increasing access to educational resources and training, creating a positive social impact and. developing tools to improve civic participation within cities or communities.",2015,"Walnut, California","Open Collective Foundation raised $2.9 million in 2023, $3.5 million in 2024, and is dissolving at year-end 2024.","Open Collective Foundation dissolved in 2024; Open Collective transitioned to a community-centered nonprofit; in 2025, Open Collective continued to grow its fiscal hosting program and support collectives."
Young People's Alliance,50.0,2,4,2,3,2,2,unknown,"Youth-led advocacy org with minimal funding visibility and no clear tech needs or measurable impact, making it a poor fit for building AI/ML data pipelines.",https://youngpeoplesalliance.org/,Empower young people to shape their future through student led advocacy and organizing,,"Washington, D.C.","In 2023, Young People's Alliance awarded grants to 9% of applicants. In 2024, grants will be announced in May. Only 501(c)(3) organizations are eligible.",The Young People's Alliance focuses on supporting marginalized youth and amplifying their voices. Nonprofits are addressing youth mental health and systemic challenges. The Cigna Group Foundation invested $3 million in 2024-25 to support youth mental health initiatives.
Citizen University,48.8,2,3,2,3,3,2,15-25,"Civic education nonprofit with modest funding and unclear scale; limited natural fit for AI/ML expertise unless they're collecting citizenship data at scale, which isn't evident.",https://citizenuniversity.us/,"Citizen University is building a culture of powerful, responsible citizenship across the country. They spread the belief that a strong democracy depends on strong citizens — that we all have the power to make change in civic life and the responsibility to try. They design gatherings, rituals, and workshops that focus on civic power and civic character as the building blocks of powerful citizenship. They then train and activate civic catalysts nationwide to bring the beliefs and practices of powe",2016,"Seattle, Washington","Citizen University raised $500,000 in grants in 2025 from Citizens Bank. In 2024, it had $1,234,616 in net assets. In 2023, it had $3,779,815 in total liabilities and net assets.","Citizen University's 2024 Annual Report highlights its impact through community engagement and civic education. In 2025, it plans to expand its Civic Saturday model across Akron, Ohio. The Citizens United decision continues to influence campaign finance, notably in 2024's election."
Keranaut,48.8,4,3,2,2,1,1,unknown,"Founded in 2025 with no verifiable funding, staff, or impact data—too nascent and unstable for a fractional IC commitment, despite strong mission-market fit for AI/ML expertise.",http://www.keranaut.com/,"Keranaut is a group of experts in organizational adaptation, crisis planning, and forecasting, who believe humanity is not ready for the scale of disruption AI will bring to society in the next 3-10 years.",2025,"Bay Village, Ohio",Keranaut nonprofit received grants in 2024 for research and travel. No specific funding details for 2025 are available. Check official sources for the most current information.,"Nonprofits face challenges like staffing shortages and economic pressures, with technology adoption and data privacy becoming critical. Fundraising shifts with donor behavior and generational giving trends. AI enhances operations and donor engagement."
LOG OFF,48.8,3,4,1,3,1,2,unknown,"Severe lack of verifiable funding, staff size, impact metrics, or recent activities makes this an unproven, high-risk organization unlikely to sustain or effectively utilize a fractional IC's expertise.",http://logoffmovement.org/,"LOG OFF is a youth-led movement working to empower young people to rethink social media and its impact on society. Through its advocacy campaigns and chapter program, LOG OFF seeks to provide a critical perspective on social media by empowering the underrepresented and overlooked experts in the field– Generation Z.",2020,"Washington, D.C.",NBCUniversal awarded $2.5 million in 2025; federal funding disruptions impacted hiring and programs in 2025; federal funding cuts in 2025 affected critical services.,"In 2024-2025, the Community Foundation of West Tennessee invested over $3.7 million in the community and distributed nearly $3.2 million to nonprofits. Nonprofits faced complex challenges in 2025, including economic uncertainty and staffing difficulties. Charitable giving is expected to remain resilient despite economic headwinds."
National Conference on Citizenship,48.8,1,2,3,4,4,2,15-20,"Wrong mission fit entirely—civic engagement/conferencing has minimal AI/ML upside and the org's declining funding trend (25K→10K) signals contraction, not growth.",https://ncoc.org/,"Founded in 1946 and chartered by Congress in 1953, the National Conference on Citizenship (NCoC) has strengthened America’s civic life by bringing together leaders, citizens, and organizations committed to the ideals of active citizenship. In line with the vision of that founding charter, NCoC serves as a central hub for America’s efforts to make citizenship more effective by developing a field that contributes to a “more active, alert, enlightened, conscientious, and progressive citizenry.",1946,United States of America,"The National Conference on Citizenship received $25,000 in 2023 and 2024, with a planned reduction to $10,000 in 2025. The organization is a 501(c)(3) nonprofit. The 2025 conference focuses on civic resilience.","The National Conference on Citizenship's 2025 event focuses on building civic resilience, set for September 16 in Washington, DC. The conference aims to strengthen civic infrastructure and rebuild trust in democratic processes. Registration fees range from $125 to $225."
Sideways,48.8,3,4,1,4,1,1,unknown,"Sideways is a very young organization founded in 2022 with no evidence of funding, impact, or recognition, making it a high-risk choice despite potential tech needs.",http://www.sideways.earth/,"At Sideways we build coherence among groups through shared experiences, stories and network infrastructure.",2022,"Preddvor, Slovenia","In 2025, federal funding for nonprofits became highly unpredictable, leading to significant cuts and delays. Many nonprofits had to reduce or eliminate programs. Private and community foundation grants remained the primary funding source.","Nonprofits face complex challenges in 2024-2025, including economic shifts and regulatory changes, while benefiting from growing impact investing. Fundraising strategies adapt to a K-shaped economy. Nonprofits rely heavily on volunteers and face burnout risks."
"Center for Economic Research on Governance, Inequality and Conflict",47.5,4,3,1,2,1,2,unknown,"Founded in 2023 with minimal visible funding, no staff or impact data, and sparse recent activity, this unproven research unit lacks the stability and scale for meaningful fractional IC contribution.",https://www.cergic-lyon.fr/,"We are a research unit in economics with strong in interests in the implications of the digital revolution on governance, citizenship, and societal interactions (political processes, social networks, and individual rights...)",2023,"Lyon, France","The Center for Economic Research on Governance, Inequality and Conflict received a €640,000 grant in 2024 from the Guter Rat für Rückverteilung. The institute's funding primarily comes from public research institutions and non-profits. No specific funding data for 2025 is available.","The Center for Economic Research on Governance, Inequality and Conflict focuses on inequality and governance issues, with recent trends highlighting financial pressures on nonprofits and growing concerns over discrimination and societal trust."
RadicalxChange,47.5,4,3,1,2,2,1,unknown,"Limited recent funding, no evidence of measurable impact or growth, and unknown scale make this a risky, low-impact fit despite some theoretical AI relevance in data economy work.",https://www.radicalxchange.org/,"RadicalxChange (RxC) is a global movement for next-generation political economies. We’re committed to advancing plurality, equality, community, and decentralization through upgrading democracy, markets, the data economy, the commons, and identity. Founded by economist Glen Weyl in 2018, the RadicalxChange Foundation is a 501(c)(3) nonprofit dedicated to advancing the RxC movement, to building community, and to education about democratic innovation. RxC connects people from all walks of life - ra",2018,"New York, New York","RadicalxChange Foundation raised $400,000 from Founders Pledge and $250,000 from Robert Wood Johnson Foundation in 2023 and 2024, respectively. No specific funding data for 2025 is available.",RadicalxChange focuses on enabling human agency and collective action for transformative systems change. They aim to build the foundations of the next economy and revitalized democracy. Their work includes experiments and collaborations to support bottom-up creativity and participation.
Reset Tech,47.5,4,3,1,3,1,1,unknown,"Severe lack of visible funding, recent activities, staff data, or impact metrics raises major red flags about viability and raises doubts about whether this is a thriving organization needing tech help.",https://www.reset.tech/,"Our mission at Reset Tech is to guard against digital threats to our security, safety, and fundamental rights. We seek to “reset” the connection between media and democracy to restore the promise of technology that works for people and free expression. We work to hold the biggest tech companies accountable to the values of democratic societies by promoting new ideas to change laws, industry standards, and consumer attitudes.",2019,"Washington, D.C.","Reset Tech nonprofit funding grants are available in 2025, including the DonorDock’s Spreadsheet Freedom Fund and TechSoup options. No specific grants are listed for 2023 or 2024.","In 2025, reSET focused on advancing social enterprises through accelerator programs and mentorship. Nonprofits faced staffing challenges and low technology adoption. AI adoption in nonprofits increased significantly."
Web3 World Society,47.5,4,3,1,3,1,1,unknown,"Newly founded in 2024 think tank with no verifiable funding, staff, or impact despite unconfirmed claims, making it a high-risk org lacking substance for meaningful IC contribution.",https://www.w3ws.org/,"The Web3 World Society is the think tank, research institute and digital policy consultancy for a fair, sustainable and human-centric future of the connected world. We want to promote the discourse in favor of a liberal economic and security policy in a digitally transformed, multipolar world order trough decentralized internet technology.",2024,"Munich, Germany","Web3 World Society raised over $7 billion in July 2025. The Web3 Foundation has supported projects since 2024, focusing on Polkadot ecosystem development. In 2025, Kadena launched a $50M grant initiative.","Web3 technologies significantly boosted nonprofit impact in 2024, with blockchain projects like Plastic Bank and GoodDollar leading the way. By 2025, Web3 is expected to become mainstream, further enhancing nonprofit innovation and sustainability."
Common Goal,46.2,2,3,2,2,3,2,unknown,"Common Goal's football-based impact model lacks clear tech infrastructure needs, has murky financials and leadership transition risk, and no evidence of measurable outcomes that would justify a senior IC's expertise.",https://www.common-goal.org/,"Common Goal is a global impact movement that uses football to leverage the power of the collective towards achieving the Global Goals. The movement uses 1% as a symbol to enable, inspire and mobilise every stakeholder from the global football community to play a meaningful role in support of our people and planet. It provides a simple and impactful mechanic to pledge collectively to high-impact initiatives that accelerate progress towards achieving the UN SDGs. In doing so, Common Goal aims to e",2017,"Berlin, Germany","Common Goal raised funds through pledges in 2023, 2024, and 2025, with donors contributing based on their income or business revenue. In 2025, notable grants included those from Coca-Cola Foundation and Bank of America. The National Endowment for the Arts also awarded grants in 2025.","Common Goal is transitioning leadership in 2025-2026, aiming for global impact growth. It partners with Impact to promote football's positive change. Nonprofits benefit from rising impact investing."
Common Era,46.2,3,4,1,3,1,1,unknown,"Severe lack of visible funding, staff size, recent news, or measurable impact makes this an unproven and risky organization with no evidence of stability or scale.",http://commonera.org/,"Common Era is an R&D platform working to make sure that the Jewish experience continually evolves to meet the present moment, today and in the future. Through our explorations and our collaborations with creators, builders, subcultures, and social movements, we're imagining and funding initiatives and experiences that offer the world a more expansive Jewish reality for new audiences. We will ensure that Jewish education and life is an ongoing movement, designed for today and the future, empower",,"New Orleans, Louisiana","In 2025, project-based funding outpaced general support; grant proposals must now include detailed project designs and measurable outcomes. Nonprofits faced funding challenges, with many shifting strategies to adapt. Government funding priorities shifted towards infrastructure and technology.","Nonprofit trends in 2025 include increased in-person engagement and reliance on AI for operations. Membership revenue remains strong, with a focus on personalized member experiences. Remote work trends shift nonprofit strategies towards more physical community involvement."
Mothers Against Media Addiction,46.2,3,4,1,3,1,1,unknown,"This is a very new grassroots advocacy group founded in 2024 with minimal documented funding, no known staff size, and no evidence of measurable impact or recent activities beyond supporting proposed regulations.",http://wearemama.org/,MAMA is a grassroots movement of parents fighting back against media addiction and creating a world in which real-life experiences and interactions remain at the heart of a healthy childhood.,,"New York, New York","Mothers Against Media Addiction received €110,000 in grants in 2023, and $325,800 in 2024. For 2025, SAMHSA plans to fund various initiatives with $166.2 million. The exact funding for Mothers Against Media Addiction in 2025 is unknown.","Mothers Against Media Addiction (MAMA) is a nonprofit combating social media addiction among children, founded in 2024. MAMA advocates for regulations to protect kids' mental health. In 2025, MAMA supported proposed rules to restrict harmful social media practices."
No App for Life,46.2,3,4,1,3,1,1,unknown,Severe funding cuts in 2024-2025 signal poor viability and inability to sustain operations or support new hires like a fractional IC.,https://www.noappforlife.com/,"No App For Life is dedicated to providing tangible solutions to: Repair the fallout of digital socialization, restore the value of authentic human interactions, and prevent the harmful policies that continue to go unchecked.  It’s not enough to just be aware of the stats, it’s time to address the issues that negatively shaped a population.",2013,"Boston, Massachusetts","No App for Life has not been listed as a recipient of specific grants for 2023, 2024, or 2025. Nonprofits can explore grants from sources like the Audacious Project and Robert Wood Johnson Foundation. Current open grants include those from the U.S. National Science Foundation and Department of Housing and Urban Development.","No App for Life nonprofit saw funding cuts in 2024-2025, affecting mental health services, and UN Women highlighted global women's rights advocacy in 2024-2025."
Trust Foundation,46.2,3,4,1,3,1,1,unknown,"Founded in 2024 with no disclosed funding, staff count, or measurable impact in search results, this appears to be an unproven startup nonprofit at high risk of folding without evidence of stability.",https://thetrustfoundation.org/,"It will take a village to combat the widespread breakdown of trust within society—the trust apocalypse—a veritable wicked problem that defies easy solutions. At the Trust Foundation, we believe that a key element in catalyzing such large-scale change is forming an interconnected network of stakeholders (network-of-networks) who pool diverse perspectives, expertise, and resources, united by a shared higher purpose—or what we call a “catalytic community.”",2024,"Marco Island, Florida","Trust Foundation did not disclose specific funding grants for 2023, 2024, or 2025. Annual reports and financial statements are publicly available for review.","In 2024 and 2025, 57% of Americans reported high trust in nonprofits, but trust in specific areas like voter information and government engagement declined. The Trust Foundation gave more than $38 million beyond IRS requirements in 2024 and plans to exceed $23 million in 2025. Nonprofits remain vital, contributing over $1.5 trillion to the U.S. GDP in 2024."
DWeb,45.0,4,3,1,2,1,1,unknown,"No evidence of recent funding, staff size, impact metrics, or activity makes this appear like a dormant or insignificant organization despite its tech-relevant mission.",https://getdweb.net/,"DWeb connects the people, projects and protocols essential to building a decentralized web. A web that is more private, reliable, secure and open. A web with many winners—returning to the original vision of the World Wide Web and internet. Since 2016 we have been a bridge enabling diverse communities to freely exchange ideas about the technologies, values, markets and agreements we need to move forward.",,"California, United States of America","DWeb nonprofit funding grants raised $500,000 in 2025 for diverse community support. Florida grants for nonprofits include $50,000 from Adams Foundation. Wisconsin WEDC grants support economic development with $500,000 available.","In 2024-2025, government funding disruptions significantly impacted nonprofits, leading to reduced staffing and program cuts. Nonprofits prioritized major gifts and revenue diversification. Blackbaud's 2024 report highlights increased donations and social impact initiatives."
NewImpact.care,45.0,2,2,2,3,3,2,unknown,"NewImpact.care is a consulting/advisory org focused on tri-sector collaboration models rather than direct service delivery, making it a poor fit for a technical IC seeking to build meaningful data infrastructure or ML tools with measurable impact.",http://www.newimpact.care/,We are business model innovators that pioneer & promote a tri-sector mindset and approach; create and share impact and innovation public-good tools; advise and coach organizations to thrive and have impact by tri-sectorizing.,2018,"Seattle, Washington","NewImpact.care raised funds through tri-sector innovation grants in 2023, 2024, and announced 2025 pilot grants for dementia care. Specific amounts and exact figures are not provided.","NewImpact.care focuses on Tri-Sector Innovation, promoting collaboration among private, social, and public sectors to drive societal progress. Their 2025 impact report highlights achievements in mental health and community services. NewImpact's projects include emergency rental assistance and equitable apprenticeships for underrepresented groups."
UX for Good,45.0,3,3,1,2,2,2,unknown,"Limited verifiable information on funding, staff, or impact makes UX for Good a high-risk choice despite its design-focused mission that could marginally benefit from AI tools.",https://www.uxforgood.org/,"We aim to be the catalyst for impactful solutions to the world's most pressing issues, constantly pushing the boundaries of how design can create a more equitable, understanding, and humane society.",2011,"Chicago, Illinois","In 2025, UX for Good offered 9 technology grants, including DonorDock’s Spreadsheet Freedom Fund and Google Ad Grants. Tech for Good Impact Awards provide grants up to $50,000, with applications due July 15, 2026. UX content training grants are available for students, marginalized communities, and low-income individuals.","In 2025, UX for nonprofits focuses on interactive storytelling, personalization, and accessibility. AI and AR/VR enhance engagement. Simple UX improvements boost donations and volunteer involvement."
Youth Media Foundation,45.0,4,3,1,2,1,1,unknown,"This organization lacks any verifiable evidence of funding, staff, impact, or operations despite claiming to be founded in 2025, making it an unproven and high-risk entity.",https://www.youthmediafoundation.org/home,"A 501(c)3 nonprofit committed to improving children’s access to the availability of fair, reliable, and objective educational media programming. With a focus on journalism, news, and current affairs, we seek to accomplish our objectives by supporting organizations that provide highly engaging, educational, non-bias, fact-based, and informative content for young audiences. Core goals: Awareness, Quality Content, Access & Digital Health. Our primary beneficiary is FirstStop News.",2025,"New York, New York","Youth Media Foundation raised funds in 2023, 2024, and 2025 through various grants and donations. Specific amounts are not provided. Current funding opportunities exist for 2024 and 2025.",Youth Media Foundation focuses on educational media for children; The Cigna Group Foundation awarded over $3 million to nonprofits for youth mental health in 2024-25; The Center for Effective Philanthropy reports nonprofits face ongoing challenges in 2025.
For Freedoms,43.8,3,4,1,2,1,1,unknown,"Severe lack of verifiable data on funding, staff, impact, or recent activities makes this organization indistinguishable from non-entities, rendering it a high-risk non-fit despite potential minor AI relevance in art programming.",https://forfreedoms.org/,"For Freedoms believes citizenship is defined by participation, not by ideology. Through anti-partisan nationwide programming, they use art as a vehicle for participation to deepen public discussions on civic issues and core values. For Freedoms is a hub for artists, arts institutions, and citizens who want to be more engaged in public life.",2016,"New York, New York","For Freedoms Fund raised $250,000 in 2024 and $40,000 in 2025. The fund has raised over $280 million since 2023. No specific funding amounts are listed for 2025.","In 2024-2025, the nonprofit sector faced legal challenges, including IRS scrutiny and court cases on political activity and funding. Nonprofits also dealt with executive actions and potential changes to campaign finance laws. The sector navigated ongoing armed conflicts and authoritarian rule globally."
Civic Health Project,43.8,2,2,3,1,3,2,3-5,"Civic Health Project is too small, too mission-distant from tech leverage, and overly dependent on a single donor's DAF to warrant a fractional IC commitment from a senior AI/ML engineer.",https://civichealthproject.org/,"Civic Health Project is deploying massively scalable solutions to America’s dangerous divisions so that our relationships, communities, and country can thrive. We advance pioneering approaches with massive potential to scale, mobilizing resources across the domains of technology, entertainment, movement building, and research.",,"Palo Alto, California","The Civic Health Project awarded grants in 2024, focusing on repairing political divisions and fostering social cohesion. Funding details for 2025 are not available. The project continues to seek additional funders.","Civic Health Project focuses on reducing political divisions and fostering social cohesion through grants and strategic projects. In 2025, they aim to scale solutions using technology. They have awarded over 75 grants to grassroots initiatives."
Less Than Three,43.8,2,3,2,3,2,1,unknown,"Newly founded (2023) org with unclear funding trajectory, no verifiable impact data, and mission poorly aligned with AI/ML capabilities; high risk given 2025 nonprofit funding crisis and lack of public transparency.",http://lessthan3sc.org/,"The Less Than 3 Foundation is a non-profit organization fiercely committed to combating the teenage suicide crisis and promoting holistic mental wellness. We achieve this by addressing the five critical factors impacting youth mental health: raising awareness and advocating for stringent online safety for minors, providing resources to build mental fortitude and self-acceptance, encouraging physical activity and unplugging from technology, promoting a drug-free lifestyle for minors.",2023,"Rock Hill, South Carolina","Less Than Three raised funds from diverse sources in 2025, including government grants and individual contributions. Nonprofits faced funding challenges in 2025 due to inflation and rising service demands. Ongoing grant opportunities remain available for various nonprofit initiatives.","In early 2025, about one-third of U.S. nonprofits lost government funding, leading to layoffs and service reductions. The full impact of these funding cuts is unknown and will be clearer in 2026 or later. Nonprofits rely heavily on government funding, which is unlikely to be replaced by private donations."
The Signal,42.5,3,3,1,2,1,2,unknown,"Insufficient verifiable data on this obscure 2021-founded think tank-like org with ambiguous funding tied to unrelated 'Signal' entities makes it a high-risk, unproven fit lacking evidence of stability or impact.",https://www.thesgnl.com/,"Each week, the Signal tracks developments in the global challenge to democratic life by autocratic power; technological progress by algorithmic control; and human freedom and flourishing by all the complications of a fast changing world …",2021,"Washington, D.C.","The Signal Fund raised $15.6 million as of April 2024 and plans to reach $50 million annually by 2025. The Bayless Family Foundation's Stepping Stone Grant offers $180,000 over three years to Chicago theatres. The Signal nonprofit's grants for 2025-2026 are not yet available.","In 2025, Signal experienced significant growth and introduced new features like group polls and secure backups. The Signal nonprofit faced controversy over alleged misuse of federal grants. The Trump administration faced backlash for using Signal, with critics raising national security concerns."
FreeOurFeeds,41.2,2,3,2,1,2,2,unknown,"Pre-revenue campaign (not an operational org) with unclear headcount, no institutional backing, and minimal technical infrastructure needs—wrong stage for an IC looking to build meaningful internal tools.",https://freeourfeeds.com/,FreeOurFeeds is a campaign to establish independent governance over social media infrastructure.,2025,"Washington, D.C.","As of 2026, Free Our Feeds has raised over $330,000, targeting $30 million to fund independent social media infrastructure based on the AT Protocol. The campaign aims to create a social media ecosystem resistant to billionaire control. The majority of funds come from individual donations.",Free Our Feeds aims to create an open social media ecosystem. It has raised funds to develop the AT Protocol. The initiative seeks to counter billionaire-controlled social media platforms.
Identity Valley,41.2,2,3,2,2,2,1,unknown,"Unfunded German advocacy org with no 2025 funding, unknown staff size, and mission (policy/networking) that doesn't naturally require AI/ML—poor fit for a senior IC seeking high-impact technical contributions.",http://identityvalley.org/,"Identity Valley calls for more Digital Responsibility. As a non-profit organisation, we engage thought leaders and decision-makers in academia, policy and industry to promote a value-based future for the digital world through networking, advocacy and communication. We advocate for a data economy based on trust, privacy, and personal identity, derived from the humanistic tradition of Europe. We see ourselves as a central point of contact for value-based digital transformation and work towards set",2019,"Unkel, Germany","Identity Valley nonprofit funding was not funded in 2025; 2024 grants totaled $200,000; 2025 funding will be reevaluated in 2026.","Identity Valley is a nonprofit focused on digital responsibility; it relies on donations for its operations. The political climate in 2025 is negatively impacting many nonprofits, causing staff burnout and financial strain."
Pivô,41.2,1,2,3,2,3,2,unknown,"Pivô is a legitimate arts institution with modest funding and real impact, but an art/cultural space has minimal need for AI/ML infrastructure and would be a poor fit for a senior tech leader's skillset.",http://www.pivo.org.br/,"Pivô is a non-profit art space providing a platform for exchange, critical thinking and artistic experimentation inside one of São Paulo’s most iconic modernist buildings, the Copan, projected by Oscar Niemeyer in the city’s central area. Since its inception, in 2012, the institution has enabled and facilitated projects by over two hundred artists and curators both local and international and in all career stages. Its program is comprised by temporary exhibitions, new commissions, residencies, p",2012,"Sao Paulo, Brazil","Pivot Energy raised over $225 million in 2025 for solar projects. Pivô nonprofit raised $8.2 million in 2024. Start.Pivot.Grow. offers $2,500 grants by April 1, 2025.","Pivot Energy achieved significant milestones in 2025, focusing on renewable energy and community impact. Pivot's 2024 report highlights its leadership in sustainability and community engagement. Pivot Energy received the 2025 Green Power Leadership Award for its community solar projects."
Hello Humanity,40.0,3,3,1,2,1,1,unknown,"No verifiable evidence of establishment, funding, staff size, or measurable impact exists in available data, making it a high-risk unknown entity unlikely to need or sustain a fractional IC role.",https://hellohumanity.com/,"HelloHumanity's vision is to birth a life-affirming future by cultivating the ethical, leadership, and profoundly human skills essential for a new paradigm of eco-civilizational flourishing alongside AI.",,"New York, New York","Hello Humanity raised funds for arts and cultural projects from 2023 to 2025. The Humana Foundation has grant cycles in early 2024 and regular cycle in spring 2024. Some grants have fixed deadlines, others are rolling.","Nonprofits are increasingly using AI to enhance their impact, with significant reach at higher budgets; however, funding remains a critical challenge for scaling AI initiatives."
Imperative 21,40.0,3,3,1,2,1,1,unknown,"Imperative 21 lacks any verifiable evidence of funding, staff, recent impact, or growth, making it a high-risk org with no clear need or capacity for a fractional IC.",https://www.inclusivecapitalism.com/organization/imperative-21/,"Imperative 21 is a business-led network that believes the imperative of the 21st century is to RESET our economic system so that its purpose is to create shared well being on a healthy planet. Network steward organizations include B Lab, The B Team, Chief Executives for Corporate Purpose (CECP), Common Future, Conscious Capitalism, Inc., Global Impact Investing Network (GIIN), JUST Capital, and Participant.",2020,"New York, New York","In 2024, nonprofits primarily funded by private donations and government grants. In 2025, innovation and resilience defined funding trends. Nonprofits must adapt to longer grant cycles and more competition in 2026.","Nonprofits face regulatory changes, economic shifts, and funding threats in 2025. Millennials and Gen Z are emerging as significant donors. DEI initiatives remain contentious."
